ID,Colonia,Alcaldía,Latitud,Longitud,Puntos_de_acceso,Programa
T-III Cuajimalpa,CUAJIMALPA,CUAJIMALPA DE MORELOS,19.3569,-99.2974,1,Centros_de_Salud
T-III La Navidad,NAVIDAD (GRANJAS DE NAVIDAD),CUAJIMALPA DE MORELOS,19.3754,-99.2834,1,Centros_de_Salud
T-I Chimalpa,SAN PABLO CHIMALPA,CUAJIMALPA DE MORELOS,19.3545,-99.3192,1,Centros_de_Salud
T-I Memetla,EL YAQUI,CUAJIMALPA DE MORELOS,19.3611,-99.286,1,Centros_de_Salud
T-I Acopilco,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,19.3335,-99.3264,1,Centros_de_Salud
T-I Palo Alto,COOPERATIVA PALO ALTO,CUAJIMALPA DE MORELOS,19.383,-99.2553,1,Centros_de_Salud
T-I El Chamizal,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3905,-99.2637,1,Centros_de_Salud
T-I Jardines de la Palma,JARDINES DE LA PALMA,CUAJIMALPA DE MORELOS,19.371,-99.2803,1,Centros_de_Salud
T-I Rosa Torres,SAN JOSE DE LOS CEDROS 2431,CUAJIMALPA DE MORELOS,19.3688,-99.2894,1,Centros_de_Salud
CLINICA Centro Dermatologico Ladislao de la Pascua,BUENOS AIRES,CUAUHTÉMOC,19.4066,-99.1496,3,Centros_de_Salud
T-III Soledad Orozco de avila Camacho,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.4588,-99.1333,1,Centros_de_Salud
T-III Dr. Manuel Dominguez,GUERRERO,CUAUHTÉMOC,19.4403,-99.1471,1,Centros_de_Salud
T-III Dr. Atanasio Garza Rios,DOCTORES,CUAUHTÉMOC,19.4182,-99.1474,3,Centros_de_Salud
T-III Dr. JosE Maria Rodriguez,ASTURIAS,CUAUHTÉMOC,19.4042,-99.1359,3,Centros_de_Salud
CLINICA Clinica de Especialidades 2,CENTRO,CUAUHTÉMOC,19.4345,-99.129,1,Centros_de_Salud
Clinica de Especialidades 5,CENTRO,CUAUHTÉMOC,19.4272,-99.1436,3,Centros_de_Salud
Clinica Especializada en Medicina Integral,SAN RAFAEL,CUAUHTÉMOC,19.4367,-99.1636,3,Centros_de_Salud
T-I Zocalo,CENTRO,CUAUHTÉMOC,19.4328,-99.1343,1,Centros_de_Salud
T-III Dr. Domingo Orvañanos,MORELOS,CUAUHTÉMOC,19.4443,-99.1353,3,Centros_de_Salud
T-I San Juan de Aragon 6ª Seccion,SAN JUAN DE ARAGON VI SECCION,GUSTAVO A. MADERO,19.4679,-99.0685,1,Centros_de_Salud
T-I Felipe Berriozaval,GENERAL FELIPE BERRIOZABAL,GUSTAVO A. MADERO,19.5554,-99.1301,1,Centros_de_Salud
T-II 25 de Julio,25 DE JULIO,GUSTAVO A. MADERO,19.4957,-99.0807,1,Centros_de_Salud
T-I Arboledas de Cuautepec,ARBOLEDAS DE CUAUTEPEC 2085,GUSTAVO A. MADERO,19.5609,-99.1247,1,Centros_de_Salud
T-I Cocoyotes,COCOYOTES 2138,GUSTAVO A. MADERO,19.5499,-99.1275,1,Centros_de_Salud
T-II Valle Madero,LOMA LA PALMA,GUSTAVO A. MADERO,19.5483,-99.1439,1,Centros_de_Salud
T-I Cabo Buena Esperanza,GABRIEL HERNANDEZ 2205,GUSTAVO A. MADERO,19.5018,-99.0999,1,Centros_de_Salud
T-I Lomas de Cuahutepec,LOMAS DE CUAUTEPEC,GUSTAVO A. MADERO,19.5692,-99.1343,1,Centros_de_Salud
T-I La Pastora,LA PASTORA 2257,GUSTAVO A. MADERO,19.5241,-99.1377,1,Centros_de_Salud
T-II Narciso Bassols,NARCISO BASSOLS,GUSTAVO A. MADERO,19.4541,-99.0584,1,Centros_de_Salud
T-I San Juan de Aragon 1ª Seccion,SAN JUAN DE ARAGON I SECCION 2438,GUSTAVO A. MADERO,19.4641,-99.0936,1,Centros_de_Salud
T-I Providencia,PROVIDENCIA 2395,GUSTAVO A. MADERO,19.4844,-99.0724,1,Centros_de_Salud
T-III Nueva Atzacoalco,NUEVA ATZACOALCO,GUSTAVO A. MADERO,19.4962,-99.0862,3,Centros_de_Salud
T-III Dr. Gabriel Garzon Cossa,LA JOYA,GUSTAVO A. MADERO,19.4568,-99.1098,1,Centros_de_Salud
T-III Palmitla,PALMATITLA 2356,GUSTAVO A. MADERO,19.5528,-99.1338,1,Centros_de_Salud
T-II Gabriel Hernandez,GABRIEL HERNANDEZ 2207,GUSTAVO A. MADERO,19.5067,-99.1021,1,Centros_de_Salud
T-II La Malinche,LA MALINCHE,GUSTAVO A. MADERO,19.4525,-99.1017,1,Centros_de_Salud
T-II La Esmeralda,LA ESMERALDA 2242,GUSTAVO A. MADERO,19.4876,-99.0849,1,Centros_de_Salud
T-I Nueva Atzacoalco,NUEVA ATZACOALCO,GUSTAVO A. MADERO,19.5033,-99.0794,1,Centros_de_Salud
T-I Gertrudis Sanchez,GERTRUDIS SANCHEZ 2DA SECCION 2209,GUSTAVO A. MADERO,19.4686,-99.0999,1,Centros_de_Salud
T-I Compositores Mexicanos,COMPOSITORES MEXICANOS,GUSTAVO A. MADERO,19.5668,-99.1395,1,Centros_de_Salud
T-III Dr. Rafael Ramirez Suarez,SAN BARTOLO ATEPEHUACAN,GUSTAVO A. MADERO,19.4928,-99.1422,1,Centros_de_Salud
T-I Barrio San Juan Ticoman,SAN JUAN Y GUADALUPE TICOMAN,GUSTAVO A. MADERO,19.5218,-99.1284,1,Centros_de_Salud
T-I Castillo Grande,CASTILLO GRANDE 2133,GUSTAVO A. MADERO,19.5382,-99.1387,1,Centros_de_Salud
T-I Diana Laura Rojas de Colosio,LUIS DONALDO COLOSIO,GUSTAVO A. MADERO,19.5614,-99.1438,1,Centros_de_Salud
T-I Malacates Ponderosa,MALACATES 2322,GUSTAVO A. MADERO,19.5747,-99.1327,1,Centros_de_Salud
T-III Dr. Manuel Cardenas de la Vega,MARTIN CARRERA,GUSTAVO A. MADERO,19.4863,-99.1129,3,Centros_de_Salud
T-III Dr. Luis Mazzoti Galindo,AGRICOLA PANTITLAN,IZTACALCO,19.4136,-99.0584,1,Centros_de_Salud
T-III 2 de Octubre,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.3844,-99.1175,1,Centros_de_Salud
T-III Dr. JosE Zozaya,SANTA ANITA 2492,IZTACALCO,19.3985,-99.1188,1,Centros_de_Salud
T-III Manuel Pesqueira,AGRICOLA ORIENTAL,IZTACALCO,19.3943,-99.0707,3,Centros_de_Salud
T-II Ramos Millan,AMPLIACION GABRIEL RAMOS MILLAN,IZTACALCO,19.3864,-99.0953,3,Centros_de_Salud
T-III Dr. Rafael Carrillo,SAN LUCAS,IZTAPALAPA,19.3603,-99.0946,1,Centros_de_Salud
T-III Dr. Maximiliano Ruiz Castañeda,SANTA MARTHA ACATITLA 2524,IZTAPALAPA,19.363,-99.0095,1,Centros_de_Salud
T-II Ejido de los Reyes,LOS REYES CULHUACAN 2313,IZTAPALAPA,19.345,-99.1016,3,Centros_de_Salud
T-I Santa Cruz Meyahualco,SANTA CRUZ MEYEHUALCO 2497,IZTAPALAPA,19.3465,-99.0445,1,Centros_de_Salud
T-I Apatlalco,APATLACO,IZTAPALAPA,19.3797,-99.1171,1,Centros_de_Salud
T-II San Miguel Teotongo,SAN MIGUEL TEOTONGO,IZTAPALAPA,19.3427,-98.9899,3,Centros_de_Salud
T-I Las Peñas,LA ERA,IZTAPALAPA,19.3394,-99.0521,1,Centros_de_Salud
T-I Aculco,SAN JOSE ACULCO,IZTAPALAPA,19.3734,-99.1011,1,Centros_de_Salud
T-II Santiago Acahualtepec,SANTIAGO ACAHUALTEPEC 2DA AMPLIACION 2530,IZTAPALAPA,19.3455,-99.0095,1,Centros_de_Salud
T-I Xalpa,XALPA,IZTAPALAPA,19.3321,-99.0165,1,Centros_de_Salud
T-I Renovacion,RENOVACION,IZTAPALAPA,19.3699,-99.0472,1,Centros_de_Salud
T-II Ermita Zaragoza,ERMITA ZARAGOZA,IZTAPALAPA,19.3632,-98.9999,1,Centros_de_Salud
T-I Honorato Leal,LAS PEÑAS,IZTAPALAPA,19.3344,-99.053,1,Centros_de_Salud
CLINICA Clinica VIH Iztapalapa,UNIDAD VICENTE GUERRERO,IZTAPALAPA,19.3569,-99.0512,3,Centros_de_Salud
CLINICA Clinica de Diabetes,ESCUADRON 201,IZTAPALAPA,19.3666,-99.1113,3,Centros_de_Salud
Clinica Integral para la Atencion de la Mujer (CAIM),SAN ANTONIO,IZTAPALAPA,19.3103,-99.0705,3,Centros_de_Salud
TI- Campestre Potrero,CAMPESTRE POTRERO 2127,IZTAPALAPA,19.3313,-98.9785,1,Centros_de_Salud
T-I Francisco Villa,FRANCISCO VILLA,IZTAPALAPA,19.3375,-99.0588,1,Centros_de_Salud
T-I Gabriela Mistral,LEYES DE REFORMA 1RA SECCION,IZTAPALAPA,19.3601,-99.0687,1,Centros_de_Salud
T-III Chinampac de Juarez,CHINAMPAC DE JUAREZ,IZTAPALAPA,19.3771,-99.0541,3,Centros_de_Salud
T-III Dr. Guillermo Roman Carrillo,PANTEON DE SAN LORENZO,IZTAPALAPA,19.313,-99.0657,3,Centros_de_Salud
T-III Quetzalcoatl,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,19.3275,-99.0449,3,Centros_de_Salud
T-III San Andres Tomatlan,SAN ANDRES TOMATLAN,IZTAPALAPA,19.3279,-99.1035,1,Centros_de_Salud
T-II Santa Maria Aztahuacan,SANTA MARIA AZTAHUACAN 2506,IZTAPALAPA,19.3562,-99.0321,3,Centros_de_Salud
T-I HEroes de Padierna,HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.3152,-99.2263,1,Centros_de_Salud
T-I Lomas de San BernabE,TIERRA UNIDA,LA MAGDALENA CONTRERAS,19.3031,-99.2698,1,Centros_de_Salud
T-I San Nicolas Totolapan,SAN NICOLAS TOTOLAPAN 2480,LA MAGDALENA CONTRERAS,19.2984,-99.2434,1,Centros_de_Salud
T-I Tierra Colorada,TIERRA COLORADA,LA MAGDALENA CONTRERAS,19.2715,-99.2467,1,Centros_de_Salud
T-II San Bartolo Ameyalco,SAN BARTOLO AMEYALCO,LA MAGDALENA CONTRERAS,19.3275,-99.2466,1,Centros_de_Salud
T-I Exhacienda de Eslava,SAN NICOLAS TOTOLAPAN 2482,LA MAGDALENA CONTRERAS,19.2938,-99.2427,1,Centros_de_Salud
Clinica Integral de Atencion a la Mujer “Hermila Galindo”,HUAYATLA,LA MAGDALENA CONTRERAS,19.3123,-99.26,3,Centros_de_Salud
T-I 1º De Mayo,SAN NICOLAS TOTOLAPAN 2480,LA MAGDALENA CONTRERAS,19.3033,-99.2378,1,Centros_de_Salud
T-III Oasis,SAN BERNABE OCOTEPEC,LA MAGDALENA CONTRERAS,19.3102,-99.2591,3,Centros_de_Salud
T-III MExico España,ANAHUAC MARIANO ESCOBEDO,MIGUEL HIDALGO,19.4464,-99.1817,1,Centros_de_Salud
T-III Dr. angel Brioso Vasconcelos,HIPODROMO CONDESA,CUAUHTÉMOC,19.4091,-99.1827,1,Centros_de_Salud
T-III Dr. Manuel GutiErrez Zavala,ANAHUAC,MIGUEL HIDALGO,19.4425,-99.173,1,Centros_de_Salud
T-III Dr. Manuel Gonzalez Rivera,SANTO TOMAS,MIGUEL HIDALGO,19.4519,-99.169,3,Centros_de_Salud
T-II DR. Luis Alberto Erosa,PANCHIMALCO,MILPA ALTA,19.2033,-99.0479,1,Centros_de_Salud
T-I San Jeronimo Mexacan,SAN JERONIMO MIACATLAN,MILPA ALTA,19.1925,-99.0066,1,Centros_de_Salud
T-I San BartolomE Ximulco,SAN BARTOLOME XICOMULCO,MILPA ALTA,19.207,-99.0683,1,Centros_de_Salud
T-I San Juan Tepenahuac,SAN JUAN TEPENAHUAC,MILPA ALTA,19.1871,-98.9936,1,Centros_de_Salud
T-I San Lorenzo Tlayucan,SAN LORENZO TLACOYUCAN,MILPA ALTA,19.1771,-99.0298,1,Centros_de_Salud
T-II San Salvador Cuauhtenco,SAN SALVADOR CUAUHTENCO,MILPA ALTA,19.192,-99.0919,3,Centros_de_Salud
T-II Santa Ana Tlacotenco,SAN MARCOS,MILPA ALTA,19.173,-98.9946,3,Centros_de_Salud
T-III Dr. Gaston Melo,TENANTITLA,MILPA ALTA,19.2202,-98.9957,3,Centros_de_Salud
T-III San Francisco Tlatenco,GUADALUPE 2213,TLÁHUAC,19.2953,-99.0139,1,Centros_de_Salud
T-II Ampliacion Selene,SELENE 2547,TLÁHUAC,19.2853,-98.9954,2,Centros_de_Salud
T-II Del Mar,AGRICOLA METROPOLITANA,TLÁHUAC,19.2891,-99.0551,1,Centros_de_Salud
T-II Santa Catarina Yecahuzotl,SAN MIGUEL,TLÁHUAC,19.3079,-98.9681,1,Centros_de_Salud
T-I Zapotitlan,SANTIAGO CENTRO,TLÁHUAC,19.2974,-99.0303,1,Centros_de_Salud
T-II 13 de Septiembre,LOS OLIVOS 2309,TLÁHUAC,19.2988,-99.0568,1,Centros_de_Salud
T-II Zapotitla,ZAPOTITLA 2597,TLÁHUAC,19.3111,-99.0361,1,Centros_de_Salud
CLINICA Clinica Comunitaria Miquic,SANTA CRUZ,TLÁHUAC,19.2258,-98.9514,3,Centros_de_Salud
T-III Miguel Hidalgo,MIGUEL HIDALGO 2331,TLÁHUAC,19.2911,-99.0472,3,Centros_de_Salud
T-II San Juan Ixtayopan,LA ASUNCION,TLÁHUAC,19.2431,-98.9946,2,Centros_de_Salud
T-III DR. JosE Castro Villagrana,TORIELLO GUERRA,TLALPAN,19.2935,-99.1667,1,Centros_de_Salud
T-III DR. Gerardo Varela Mariscal,SANTO TOMAS AJUSCO 2544,TLALPAN,19.2212,-99.2043,1,Centros_de_Salud
T-III Ampliacion Hidalgo,MIGUEL HIDALGO 3RA SECCION,TLALPAN,19.2854,-99.208,1,Centros_de_Salud
T-III DR. David Fragoso Lizalde,EJIDOS DE SAN PEDRO MARTIR,TLALPAN,19.2655,-99.1608,1,Centros_de_Salud
T-II Topilejo,SAN MIGUEL TOPILEJO 2479,TLALPAN,19.2033,-99.1468,1,Centros_de_Salud
T-I Lomas de Padierna,LOMAS DE PADIERNA 2277,TLALPAN,19.2913,-99.223,1,Centros_de_Salud
T-I Magdalena Petlacalco,LA MAGDALENA PETLACALCO,TLALPAN,19.2339,-99.1804,1,Centros_de_Salud
T-I Bekal,BELVEDERE AJUSCO,TLALPAN,19.2682,-99.2272,1,Centros_de_Salud
T-I Xitle,MARIA ESTHER ZUNO DE ECHEVERRIA,TLALPAN,19.2557,-99.1827,1,Centros_de_Salud
T-I San Miguel Xicalco,SAN MIGUEL XICALCO,TLALPAN,19.2335,-99.164,1,Centros_de_Salud
T-I Parres,PARRES EL GUARDA 2372,TLALPAN,19.1369,-99.1752,1,Centros_de_Salud
T-I DIF,MIGUEL HIDALGO 2DA SECCION,TLALPAN,19.2848,-99.1957,1,Centros_de_Salud
T-II Pedregal de las Aguilas,PEDREGAL DE LAS AGUILAS,TLALPAN,19.2722,-99.1756,1,Centros_de_Salud
T-I Hortencia,PEDREGAL DE SAN NICOLAS 1RA SECCION 2374,TLALPAN,19.2973,-99.2287,1,Centros_de_Salud
T-I Pedregal San Nicolas del SUR,PEDREGAL DE SAN NICOLAS 1RA SECCION 2373,TLALPAN,19.2835,-99.2377,1,Centros_de_Salud
T-I Ejido Huipulco,EX HACIENDA SAN JUAN DE DIOS,TLALPAN,19.2862,-99.1337,1,Centros_de_Salud
T-III Dr. Juan Duque Estrada,MOCTEZUMA 2DA SECCION,VENUSTIANO CARRANZA,19.4285,-99.097,1,Centros_de_Salud
T-III Dr. Luis E. Ruiz,DEL PARQUE 2166,VENUSTIANO CARRANZA,19.425,-99.1198,1,Centros_de_Salud
T-II Cuchilla Pantitlan,CUCHILLA PANTITLAN 2156,VENUSTIANO CARRANZA,19.4214,-99.0623,1,Centros_de_Salud
T-II Arenal 4A. SECC.,EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,19.4307,-99.0608,1,Centros_de_Salud
T-II Peñon de los Baños,PEÑON DE LOS BAÑOS,VENUSTIANO CARRANZA,19.4383,-99.0873,1,Centros_de_Salud
T-II Ixnahaltongo,MERCED BALBUENA,VENUSTIANO CARRANZA,19.4188,-99.1261,3,Centros_de_Salud
T-I Revolucion,MIGUEL HIDALGO,VENUSTIANO CARRANZA,19.4362,-99.1066,1,Centros_de_Salud
T-I Ampliacion Caracol,CARACOL 2129,VENUSTIANO CARRANZA,19.4275,-99.0651,1,Centros_de_Salud
T-I Cuatro Arboles,CUATRO ARBOLES,VENUSTIANO CARRANZA,19.4168,-99.0841,1,Centros_de_Salud
T-II Jose Ma. Morelos y Pavon,MORELOS 2344,VENUSTIANO CARRANZA,19.4453,-99.1209,3,Centros_de_Salud
T-III Beatriz Velasco de Aleman,20 DE NOVIEMBRE 2065,VENUSTIANO CARRANZA,19.4452,-99.1125,3,Centros_de_Salud
T-III Xochimilco,LA GUADALUPITA,XOCHIMILCO,19.2649,-99.1042,1,Centros_de_Salud
T-II Santa Cruz Acalpixca,SANTA CRUZ ACALPIXCA,XOCHIMILCO,19.2457,-99.0684,1,Centros_de_Salud
T-II Santiago Tepalcatlalpan,SANTIAGO TEPALCATLALPAN 2537,XOCHIMILCO,19.2475,-99.1271,1,Centros_de_Salud
T-I San Luis Tlaxialtemalco,SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,19.2557,-99.0408,1,Centros_de_Salud
T-I Ampliacion Tepepan,AMPLIACION TEPEPAN 2082,XOCHIMILCO,19.2672,-99.1304,1,Centros_de_Salud
T-I San AndrEs Ayucan,SAN ANDRES AHUAYUCAN,XOCHIMILCO,19.2248,-99.1083,1,Centros_de_Salud
T-II Santa Maria Nativitas,SANTA MARIA NATIVITAS 2514,XOCHIMILCO,19.2466,-99.0943,3,Centros_de_Salud
T-III San Gregorio Atlapulco,SAN GREGORIO ATLAPULCO 2426,XOCHIMILCO,19.257,-99.0648,3,Centros_de_Salud
T-I Santa Cruz Xochitepec,SANTA CRUZ XOCHITEPEC,XOCHIMILCO,19.2541,-99.13,1,Centros_de_Salud
T-I Ejidos de Santa ursula,CARMEN SERDAN 2132,COYOACÁN,19.3047,-99.1436,1,Centros_de_Salud
T-II Gertrudis Sanchez,GERTRUDIS SANCHEZ 2DA SECCION 2209,GUSTAVO A. MADERO,19.4686,-99.0999,3,Centros_de_Salud
T-I Margarita Maza de Juarez,GUADALUPE DEL MORAL,IZTAPALAPA,19.3687,-99.0733,1,Centros_de_Salud
T-I Tlalpexco,TLALPEXCO,GUSTAVO A. MADERO,19.5466,-99.1249,1,Centros_de_Salud
T-III UNEME CAPA Lomas de la Era,LOMAS DE LOS CEDROS,ÁLVARO OBREGÓN,19.3262,-99.259,3,Centros_de_Salud
T-III Tulyehualco,SAN SEBASTIAN,TLÁHUAC,19.2561,-99.011,3,Centros_de_Salud
T-II San Pablo Ozotepec,SAN MIGUEL,MILPA ALTA,19.1874,-99.0726,3,Centros_de_Salud
T-II Buenavista,BUENAVISTA,IZTAPALAPA,19.332,-99.0315,3,Centros_de_Salud
Clinica de Especialidades 3,MORELOS,CUAUHTÉMOC,19.4475,-99.129,3,Centros_de_Salud
T-II Cultura Maya,CULTURA MAYA,TLALPAN,19.276,-99.222,3,Centros_de_Salud
T-I San Mateo,SAN MATEO TLALTENANGO 2453,CUAJIMALPA DE MORELOS,19.3462,-99.2719,1,Centros_de_Salud
T-I Garcimarrero,GARCIMARRERO NORTE,ÁLVARO OBREGÓN,19.3678,-99.2364,1,Centros_de_Salud
T-I San Andres Xicotencatl,SANTA MARTHA ACATITLA NORTE,IZTAPALAPA,19.3789,-99.0146,1,Centros_de_Salud
T-I Bosques del Pedregal,BOSQUES DEL PEDREGAL,TLALPAN,19.2739,-99.237,1,Centros_de_Salud
T-III Dr. Francisco J. Balmis,ZACAHUITZCO,IZTAPALAPA,19.3764,-99.1345,3,Centros_de_Salud
T-III Villa Milpa Alta,SANTA CRUZ,MILPA ALTA,19.1972,-99.0169,3,Centros_de_Salud
T-III Lago Cardiel,ARGENTINA ANTIGUA,MIGUEL HIDALGO,19.4558,-99.2027,3,Centros_de_Salud
T-I Pedregal San Nicolas del Norte,PEDREGAL DE SAN NICOLAS 2DA SECCION,TLALPAN,19.2893,-99.2382,1,Centros_de_Salud
T-III Romero Rubio,AQUILES SERDAN,VENUSTIANO CARRANZA,19.4442,-99.0904,3,Centros_de_Salud
T-I Santa Catarina,SANTA CATARINA,AZCAPOTZALCO,19.4908,-99.1771,1,Centros_de_Salud
T-III Dr. Angel De la Garza Brito,PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,19.3057,-99.2504,3,Centros_de_Salud
T-II La Cascada,LA CASCADA 2234,ÁLVARO OBREGÓN,19.3694,-99.1999,3,Centros_de_Salud
T-III Ampliacion Presidentes,PRESIDENTES,ÁLVARO OBREGÓN,19.3755,-99.225,3,Centros_de_Salud
T-I San Francisco Tecoxpa,SAN FRANCISCO TECOXPA,MILPA ALTA,19.1965,-99.0053,1,Centros_de_Salud
T-I Tierra y Libertad,BOSQUES DEL PEDREGAL,TLALPAN,19.2709,-99.2378,1,Centros_de_Salud
T-II San Mateo Xalpa,SAN MATEO XALPA 2459,XOCHIMILCO,19.2281,-99.1194,3,Centros_de_Salud
T-I Santa Cecilia Tepetlapa,SANTA CECILIA TEPETLAPA,XOCHIMILCO,19.216,-99.0994,1,Centros_de_Salud
T-I Renovacion VC,7 DE JULIO 2067,VENUSTIANO CARRANZA,19.4321,-99.1094,1,Centros_de_Salud
T-II San Andres Totoltepec,SAN ANDRES TOTOLTEPEC 2411,TLALPAN,19.2492,-99.1769,3,Centros_de_Salud
T-I San Jose,SAN JOSE,TLÁHUAC,19.2763,-98.9959,1,Centros_de_Salud
T-I Solidaridad Tetelco,EMILIANO ZAPATA 1A,MILPA ALTA,19.2108,-98.9713,1,Centros_de_Salud
